area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,R,All Fixed Wireless,0.940479852,0.880805906,0.818209782,0.313826515,0.012842202,0.000000000
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,B,All Fixed Wireless,0.973546601,0.925868963,0.790064596,0.298139034,0.028606583,0
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,R,Unlicensed Fixed Wireless,0.459550907,0.459550907,0,0,0,0
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,B,Unlicensed Fixed Wireless,0.459704706,0.459550907,0,0,0,0.000000000
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,R,Licensed Fixed Wireless,0.916025838,0.818209782,0.818209782,0.313826515,0.012842202,0.000000000
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,B,Licensed Fixed Wireless,0.949477084,0.853968010,0.790064596,0.298139034,0.028606583,0
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,R,Other,0,0,0,0,0,0.000000000
Nontribal,Census Place,2418250,Cockeysville,"Cockeysville, MD",13004,B,Other,0,0,0,0,0,0.000000000
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.845956100
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.845956100
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,All Wired,0.999604509,0.999604509,0.999604509,0.999604509,0.999604509,0.845956100
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,All Wired,0.999604509,0.999604509,0.999604509,0.999604509,0.999604509,0.845956100
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,Any Terrestrial,0.999604509,0.999604509,0.999604509,0.999604509,0.999604509,0.845956100
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.999604509,0.999604509,0.845956100
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,All Wired and Licensed Fixed Wireless,0.999604509,0.999604509,0.999604509,0.999604509,0.999604509,0.845956100
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.999604509,0.999604509,0.845956100
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,Copper,0,0,0,0,0,0.000000000
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,Copper,0,0,0,0,0,0.000000000
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,Cable/Fiber,0.999604509,0.999604509,0.999604509,0.999604509,0.999604509,0.845956100
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,Cable/Fiber,0.999604509,0.999604509,0.999604509,0.999604509,0.999604509,0.845956100
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,Cable,0.995451849,0.995451849,0.995451849,0.995451849,0.995451849,0.665612023
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,Cable,0.995451849,0.995451849,0.995451849,0.995451849,0.995451849,0.665612023
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,Fiber,0.960055369,0.960055369,0.960055369,0.959659877,0.959659877,0.558433854
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,Fiber,0.960253114,0.960253114,0.960253114,0.959857623,0.959659877,0.558433854
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,All Fixed Wireless,0.772790192,0.673521851,0.673521851,0.380264979,0,0.000000000
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,All Fixed Wireless,0.706347637,0.644848725,0.598378485,0.385010876,0,0
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,Unlicensed Fixed Wireless,0,0,0,0.000000000,0,0
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,Licensed Fixed Wireless,0.772790192,0.673521851,0.673521851,0.380264979,0,0
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,Licensed Fixed Wireless,0.706347637,0.644848725,0.598378485,0.385010876,0.000000000,0
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,R,Other,0,0.000000000,0,0,0,0
Nontribal,Census Place,2418475,Colesville,"Colesville, MD",5057,B,Other,0,0,0,0,0,0.000000000
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,Any Technology,1.000000000,1.000000000,1.000000000,0.999899427,0.999899427,0.933621643
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.979684200
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,All Wired,0.997485668,0.997485668,0.997485668,0.997485668,0.997485668,0.933621643
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,All Wired,0.999094841,0.999094841,0.999094841,0.999094841,0.999094841,0.979684200
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,Any Terrestrial,0.998692548,0.998692548,0.998692548,0.998089108,0.997586242,0.933621643
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.999396560,0.999295987,0.979684200
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,All Wired and Licensed Fixed Wireless,0.998692548,0.998692548,0.998692548,0.998089108,0.997586242,0.933621643
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.999396560,0.999295987,0.979684200
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,Copper,0,0,0,0,0,0.000000000
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,Copper,0,0,0,0,0.000000000,0
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,Cable/Fiber,0.997485668,0.997485668,0.997485668,0.997485668,0.997485668,0.933621643
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,Cable/Fiber,0.999094841,0.999094841,0.999094841,0.999094841,0.999094841,0.979684200
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,Cable,0.969828020,0.969828020,0.969828020,0.969828020,0.969828020,0.908780046
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,Cable,0.969828020,0.969828020,0.969828020,0.969828020,0.969828020,0.908780046
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,Fiber,0.650507895,0.650507895,0.650507895,0.650206175,0.650206175,0.158905763
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,Fiber,0.825304234,0.825304234,0.825304234,0.825304234,0.825203661,0.786080660
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,All Satellite,1.000000000,1.000000000,1.000000000,0.757618425,0.757618425,0
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,All Satellite,1.000000000,1.000000000,1.000000000,0.757618425,0.757618425,0
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,NGSO Satellite,0.757618425,0.757618425,0.757618425,0.757618425,0.757618425,0.000000000
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,NGSO Satellite,0.757618425,0.757618425,0.757618425,0.757618425,0.757618425,0
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,All Fixed Wireless,0.856381374,0.764759127,0.758624158,0.562003419,0.079855174,0
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,All Fixed Wireless,0.860303731,0.739917530,0.718998290,0.556773610,0.008951021,0
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,Unlicensed Fixed Wireless,0.062355426,0.062355426,0,0,0,0
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,Unlicensed Fixed Wireless,0.062355426,0.062355426,0,0,0,0.000000000
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,Licensed Fixed Wireless,0.856180227,0.758624158,0.758624158,0.562003419,0.079855174,0
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,Licensed Fixed Wireless,0.859700292,0.730161923,0.718998290,0.556773610,0.008951021,0
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,R,Other,0,0.000000000,0,0,0,0
Nontribal,Census Place,2418750,College Park,"College Park, MD",9943,B,Other,0,0,0,0.000000000,0,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.995584989
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.995584989
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.995584989
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.995584989
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,Copper,0,0,0,0.000000000,0,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,Copper,0,0,0,0,0.000000000,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.995584989
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,Cable,0.995584989,0.995584989,0.995584989,0.995584989,0.995584989,0.991169978
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,Cable,0.995584989,0.995584989,0.995584989,0.995584989,0.995584989,0.991169978
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,Fiber,0.953642384,0.953642384,0.953642384,0.953642384,0.953642384,0.479028698
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,All Fixed Wireless,0.958057395,0.803532009,0.803532009,0.128035320,0,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,All Fixed Wireless,0.988962472,0.532008830,0.532008830,0.046357616,0.000000000,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,Licensed Fixed Wireless,0.958057395,0.803532009,0.803532009,0.128035320,0.000000000,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,Licensed Fixed Wireless,0.988962472,0.532008830,0.532008830,0.046357616,0,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,R,Other,0,0,0.000000000,0,0,0
Nontribal,Census Place,2418850,Colmar Manor,"Colmar Manor, MD",453,B,Other,0,0,0,0,0.000000000,0
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.574220267
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.576398775
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,All Wired,0.999137224,0.999137224,0.999137224,0.999115655,0.999115655,0.574220267
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,All Wired,0.999158794,0.999158794,0.999158794,0.999137224,0.999137224,0.576398775
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,Any Terrestrial,0.999805876,0.999784306,0.999482335,0.999266641,0.999137224,0.574220267
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,Any Terrestrial,0.999956861,0.999956861,0.999892153,0.999460765,0.999158794,0.576398775
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,All Wired and Licensed Fixed Wireless,0.999503904,0.999460765,0.999460765,0.999245071,0.999115655,0.574220267
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,All Wired and Licensed Fixed Wireless,0.999913722,0.999892153,0.999892153,0.999439196,0.999137224,0.576398775
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,Copper,0,0.000000000,0,0,0,0
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,Copper,0,0,0,0,0,0.000000000
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,Cable/Fiber,0.999137224,0.999137224,0.999137224,0.999115655,0.999115655,0.574220267
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,Cable/Fiber,0.999158794,0.999158794,0.999158794,0.999137224,0.999137224,0.576398775
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,Cable,0.974850093,0.974850093,0.974850093,0.974850093,0.974850093,0.562464950
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,Cable,0.974850093,0.974850093,0.974850093,0.974850093,0.974850093,0.562464950
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,Fiber,0.927850395,0.927850395,0.927850395,0.902182822,0.902182822,0.023747897
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,Fiber,0.935076140,0.935076140,0.935033001,0.907704586,0.905159398,0.029830465
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,All Fixed Wireless,0.955394504,0.913636168,0.864867780,0.442539148,0.015227988,0
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,All Fixed Wireless,0.952676761,0.885229283,0.789935723,0.417755921,0.015227988,0.000000000
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,Unlicensed Fixed Wireless,0.488330961,0.488330961,0.015227988,0.015227988,0.015227988,0
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,Unlicensed Fixed Wireless,0.488330961,0.488330961,0.015227988,0.015227988,0.015227988,0.000000000
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,Licensed Fixed Wireless,0.940274363,0.863185367,0.863185367,0.437513481,0,0
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,Licensed Fixed Wireless,0.934040809,0.813748328,0.785708123,0.407855571,0.000000000,0
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,R,Other,0.000000000,0,0,0,0,0
Nontribal,Census Place,2419125,Columbia,"Columbia, MD",46362,B,Other,0,0.000000000,0,0,0,0
Nontribal,Census Place,2419825,Coral Hills,"Coral Hills, MD",3773,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.988603234
Nontribal,Census Place,2419825,Coral Hills,"Coral Hills, MD",3773,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.988603234
Nontribal,Census Place,2419825,Coral Hills,"Coral Hills, MD",3773,R,All Wired,0.999734959,0.999734959,0.999734959,0.999734959,0.999734959,0.988603234
Nontribal,Census Place,2419825,Coral Hills,"Coral Hills, MD",3773,B,All Wired,0.999734959,0.999734959,0.999734959,0.999734959,0.999734959,0.988603234
Nontribal,Census Place,2419825,Coral Hills,"Coral Hills, MD",3773,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,0.999734959,0.988603234
